smp_names,X_tsne001of002,X_tsne002of002,X_draw_graph_fr001of002,X_draw_graph_fr002of002,louvain_groups,X_diffmap001of009,X_diffmap002of009,X_diffmap003of009,X_diffmap004of009,X_diffmap005of009,X_diffmap006of009,X_diffmap007of009,X_diffmap008of009,X_diffmap009of009,X_diffmap0,aga_pseudotime,aga_groups
335,-20.912844551718177,-3.107634060070751,428.6635534292117,348.59958000421136,5,-0.012799939140677452,0.031358443200588226,-0.032210540026426315,0.004259507171809673,-0.05396297946572304,-0.010579307563602924,-0.025611383840441704,-0.004354774486273527,-0.022554397583007812,-0.017580782994627953,0.12064436078071594,10
336,-20.700783332436163,-3.3312395658987173,434.193201658437,339.78637421970853,5,-0.012785406783223152,0.03132283315062523,-0.03204457089304924,0.004211412742733955,-0.05278665944933891,-0.010302786715328693,-0.02372025139629841,-0.006574123632162809,-0.026781482622027397,-0.017560815438628197,0.12458264827728271,10
337,-20.589535373752025,-3.545636205450898,441.0627730152727,336.92704295162855,5,-0.012779233045876026,0.03130771964788437,-0.0319974310696125,0.004217359237372875,-0.052095621824264526,-0.01014721393585205,-0.02275618351995945,-0.007725373841822147,-0.029246089980006218,-0.017552342265844345,0.12655356526374817,10
338,-20.4570973662702,-3.86026089753628,435.6348538654322,329.6040925470601,5,-0.012774006463587284,0.03129490837454796,-0.03136904537677765,0.003749691881239414,-0.05228684842586517,-0.01009191945195198,-0.020910291001200676,-0.009548388421535492,-0.02872183732688427,-0.01754515804350376,0.13060499727725983,10
339,-20.395362649764394,-4.116897124586882,429.0855253896857,320.5940233222033,5,-0.012761377729475498,0.03126397356390953,-0.03061194159090519,0.0031863690819591284,-0.05269468203186989,-0.010067345574498177,-0.018991723656654358,-0.011361277662217617,-0.027344202622771263,-0.017527814954519272,0.1353674679994583,10
340,-20.37436676845533,-4.369146445614215,417.03485017641157,312.237308060557,5,-0.012742806226015091,0.031218502670526505,-0.029509956017136574,0.002345850458368659,-0.053739458322525024,-0.010130885057151318,-0.016800032928586006,-0.013202130794525146,-0.023480268195271492,-0.017502322793006897,0.14192122220993042,10
341,-20.314589735761924,-4.6747256939156,417.4849224989179,301.556433626263,5,-0.012673414312303066,0.03104851022362709,-0.02852489799261093,0.0017103441059589386,-0.0537046380341053,-0.010001586750149727,-0.014227454550564289,-0.015578665770590305,-0.022701717913150787,-0.017407020553946495,0.14997825026512146,10
342,-20.290964853770618,-4.893601435259927,404.30892031996257,290.5500323886332,12,-0.012686232104897499,0.03107992373406887,-0.0275263711810112,0.0009141426417045295,-0.05457759648561478,-0.010029994882643223,-0.011872279457747936,-0.017587387934327126,-0.0195878017693758,-0.017424630001187325,0.15733231604099274,0
343,-20.257530937169356,-5.174581014258832,392.72482652763705,285.4001146361467,5,-0.012698320671916008,0.03110954537987709,-0.026935918256640434,0.00043956763693131506,-0.05504818633198738,-0.01003468781709671,-0.010372793301939964,-0.018901461735367775,-0.017966942861676216,-0.017441237345337868,0.16202794015407562,10
344,-20.239060927175867,-5.444528304478001,393.06202078304284,274.0851361432602,12,-0.012748654931783676,0.031232869252562523,-0.02639443427324295,-2.9289349186001346e-05,-0.05513368174433708,-0.009946472011506557,-0.00821349211037159,-0.0209133792668581,-0.01796373352408409,-0.01751037873327732,0.16729386150836945,0
345,-20.229242583256152,-5.609271934811091,387.1444730275092,265.5667614269759,12,-0.01279291883111,0.0313413180410862,-0.02597552165389061,-0.00040148565312847495,-0.055266473442316055,-0.00989103689789772,-0.006604847963899374,-0.022334907203912735,-0.017643986269831657,-0.017571182921528816,0.17130668461322784,0
346,-20.210847837365662,-5.866709276983158,387.977881048234,256.052091978774,12,-0.012823451310396194,0.03141613304615021,-0.02549949288368225,-0.0007945665856823325,-0.05532776564359665,-0.009817427955567837,-0.004861954599618912,-0.023883379995822906,-0.017397629097104073,-0.017613127827644348,0.1759539246559143,0
347,-20.187333915698428,-6.071398423613199,381.9323707584672,252.95943018674677,12,-0.012861798517405987,0.031510066241025925,-0.02518383227288723,-0.0010810471139848232,-0.05543597787618637,-0.009776098653674126,-0.003653431311249733,-0.02487843483686447,-0.017031725496053696,-0.017665792256593704,0.17902693152427673,0
348,-20.16350317981401,-6.35090158364074,373.7264923441591,237.09795998278307,12,-0.012944420799612999,0.03171249106526375,-0.024369901046156883,-0.0017934378702193499,-0.0556127205491066,-0.009654984809458256,-0.0005911406478844583,-0.027385661378502846,-0.016243914142251015,-0.017779281362891197,0.1871156394481659,0
349,-20.158860714392205,-6.642782114147966,366.16365817986855,230.12379682993495,12,-0.013001672923564911,0.031852759420871735,-0.023766489699482918,-0.002314070938155055,-0.05571507662534714,-0.00956182274967432,0.0016245142323896289,-0.02911067008972168,-0.01553981751203537,-0.01785792037844658,0.1931772232055664,0
350,-20.10086269022291,-6.968725523807741,362.21503042554764,219.6315165848864,12,-0.013071060180664062,0.03202275559306145,-0.023122604936361313,-0.0028756100218743086,-0.05574933439493179,-0.009443558752536774,0.004107086919248104,-0.031010642647743225,-0.015011361800134182,-0.01795322634279728,0.19984813034534454,0
351,-20.058322754863195,-7.410250831199836,350.94354044152107,204.32912813372693,12,-0.013179311528801918,0.03228796645998955,-0.021994573995471,-0.0038316771388053894,-0.055653829127550125,-0.009211806580424309,0.008362896740436554,-0.03404705226421356,-0.014052051119506359,-0.018101919442415237,0.2117084562778473,0
352,-19.932062785613773,-7.888851385991457,340.02612423090096,187.87963465291105,12,-0.013282698579132557,0.03254124894738197,-0.020748794078826904,-0.004850981291383505,-0.05531024560332298,-0.008915895596146584,0.012985150329768658,-0.03707798197865486,-0.013135804794728756,-0.01824392005801201,0.22506263852119446,0
353,-19.822714067060183,-8.414813386080159,336.23949659070166,179.5859544539378,12,-0.01336714532226324,0.032748132944107056,-0.019821489229798317,-0.005616354290395975,-0.055022623389959335,-0.008686966262757778,0.016463613137602806,-0.03927585482597351,-0.01246294379234314,-0.01835990697145462,0.23513570427894592,0
354,-19.644355406771005,-8.875878055920616,323.7146447792973,162.18075868404907,12,-0.013480115681886673,0.03302489221096039,-0.018400132656097412,-0.006754190195351839,-0.054407257586717606,-0.008311615325510502,0.021575085818767548,-0.04212923347949982,-0.011326521635055542,-0.018515072762966156,0.25064748525619507,0
355,-19.450486559100586,-9.312418298155897,310.38755395717703,144.516836517477,12,-0.013594048097729683,0.03330402821302414,-0.016972705721855164,-0.007884974591434002,-0.0536525622010231,-0.007910732179880142,0.026613004505634308,-0.044623296707868576,-0.010192123241722584,-0.018671570345759392,0.2663591802120209,0
356,-19.278015953155844,-9.745756906041915,297.03162488306873,126.13647462859191,12,-0.01368425227701664,0.033525027334690094,-0.015537089668214321,-0.008977244608104229,-0.05273042991757393,-0.007488572504371405,0.03139566257596016,-0.04661430045962334,-0.00894754659384489,-0.018795471638441086,0.2821601629257202,0
357,-19.033089133271183,-10.236717222079898,287.7287776357931,113.61242416246003,12,-0.013753312639892101,0.03369422256946564,-0.014143258333206177,-0.00999993272125721,-0.0516819953918457,-0.007058998104184866,0.0358077734708786,-0.04809774458408356,-0.0077069830149412155,-0.01889033243060112,0.29750680923461914,0
358,-18.800013823853337,-10.67799218668459,273.2759827531946,96.34897531074179,12,-0.013801033608615398,0.033811140805482864,-0.012491908855736256,-0.011153494007885456,-0.05024660751223564,-0.006529523059725761,0.04068072885274887,-0.049308259040117264,-0.006204003468155861,-0.018955884501338005,0.31564608216285706,0
359,-18.515665949962052,-11.128156913752868,255.0887574277113,73.75137567730464,9,-0.013799875043332577,0.03380831331014633,-0.010539655573666096,-0.012423827312886715,-0.048275165259838104,-0.005877642892301083,0.04589072987437248,-0.04997992143034935,-0.004382438492029905,-0.01895430125296116,0.33698099851608276,6
360,-18.23665183684057,-11.57698134451468,240.7016508847798,53.87927394751403,9,-0.013760351575911045,0.033711500465869904,-0.008846699260175228,-0.013437309302389622,-0.046350665390491486,-0.005289186257869005,0.04992929846048355,-0.0498020239174366,-0.0027924065943807364,-0.01890002377331257,0.3553532361984253,6
361,-17.967558605908604,-11.966123798350793,225.5470377459878,36.170511282829395,9,-0.013690894469618797,0.03354132920503616,-0.00713953236117959,-0.014402504079043865,-0.044242069125175476,-0.004679542966187,0.05361703783273697,-0.0490613728761673,-0.0011770892888307571,-0.01880461722612381,0.3738059997558594,6
362,-17.534467176300318,-12.540734602150609,210.51923645611888,17.804451224974937,9,-0.013570800423622131,0.03324711322784424,-0.0053459592163562775,-0.015315541066229343,-0.04182233661413193,-0.004019990563392639,0.05698921158909798,-0.04759799689054489,0.0004911368596367538,-0.018639666959643364,0.39304304122924805,6
363,-17.05108175950067,-13.087380183580953,195.3695562703374,7.450674187747572,9,-0.013438285328447819,0.03292246162891388,-0.0036030758637934923,-0.016206683591008186,-0.03929157927632332,-0.0033662288915365934,0.05982572212815285,-0.045637309551239014,0.0021373482886701822,-0.018457651138305664,0.41175326704978943,6
364,-16.64067051496234,-13.574830955699428,179.74710078497606,-9.054370777094244,9,-0.013253438286483288,0.03246961161494255,-0.001983968773856759,-0.016856133937835693,-0.03676518425345421,-0.002740655792877078,0.06193675100803375,-0.043093498796224594,0.00354352337308228,-0.01820376142859459,0.4288623034954071,6
365,-16.254573808607685,-13.966697437851913,157.3943892430126,-27.678276255581167,9,-0.013092453591525555,0.03207521140575409,-0.00018494985124561936,-0.017395181581377983,-0.03408723697066307,-0.002036214107647538,0.0640653446316719,-0.03930235654115677,0.004849482327699661,-0.017982643097639084,0.44753822684288025,6
366,-15.787386585237975,-14.448194179372237,140.05820541946775,-42.06754836687099,9,-0.012957817874848843,0.03174538165330887,0.001660900772549212,-0.01775883324444294,-0.03148837760090828,-0.0013076780596747994,0.06615740805864334,-0.034722331911325455,0.005946400109678507,-0.017797723412513733,0.4664093255996704,6
367,-15.403166382780622,-14.8347253300321,128.09161682146362,-55.25230032023749,9,-0.012871579267084599,0.0315341018140316,0.003161526285111904,-0.017992164939641953,-0.029459919780492783,-0.0007155269850045443,0.06783778220415115,-0.0307569969445467,0.0067323059774935246,-0.01767927221953869,0.481681764125824,6
368,-14.92759449568502,-15.285422527708969,116.58789225368899,-64.60528202916178,9,-0.01277084369212389,0.03128731623291969,0.004582593217492104,-0.018236935138702393,-0.02741987816989422,-0.00015136432193685323,0.06917385756969452,-0.026885366067290306,0.007494292221963406,-0.017540913075208664,0.49622660875320435,6
369,-14.630196556169402,-15.638318726565908,104.21462315275612,-69.34477180751118,9,-0.012736967764794827,0.0312043409794569,0.0057162633165717125,-0.01869490183889866,-0.02571464702486992,0.00028832227690145373,0.07011714577674866,-0.024059031158685684,0.008246313780546188,-0.01749439351260662,0.5082226395606995,6
370,-14.445093189891384,-15.84284148165432,91.19322503500605,-71.15673136986594,9,-0.012730869464576244,0.03118939697742462,0.006496117915958166,-0.01911846362054348,-0.024499455466866493,0.0005867412546649575,0.07068764418363571,-0.022201241925358772,0.008815214037895203,-0.01748601719737053,0.5166351199150085,6
371,-14.303720013944174,-16.155633252292898,79.67007011090536,-77.58718420390996,9,-0.012753507122397423,0.03124486654996872,0.00733953295275569,-0.018775679171085358,-0.02383754402399063,0.0009240421350114048,0.07177267968654633,-0.018858568742871284,0.008687096647918224,-0.01751711592078209,0.524465799331665,6
372,-14.209551594009751,-16.33200311601867,80.36793655440434,-89.35823321011628,9,-0.012724939733743668,0.031174883246421814,0.007987339980900288,-0.017283350229263306,-0.024053528904914856,0.0012168899411335588,0.07304151356220245,-0.014283341355621815,0.007562657352536917,-0.01747788116335869,0.5287274718284607,6
373,-14.146059822968882,-16.495487114230723,74.3629434165683,-98.14502808678498,9,-0.01275165006518364,0.031240327283740044,0.008487649261951447,-0.016544431447982788,-0.02406783401966095,0.0014269669773057103,0.07391898334026337,-0.011392736807465553,0.006982170045375824,-0.01751457154750824,0.5326657891273499,6
374,-14.006372820589293,-16.777518115229892,80.6234670868438,-105.45864115987303,9,-0.012796794064342976,0.03135092183947563,0.009054926224052906,-0.01571938395500183,-0.02412465773522854,0.0016634566709399223,0.07497956603765488,-0.008113747462630272,0.006313747726380825,-0.01757657527923584,0.537204921245575,6
375,-13.88326903348089,-17.065492928881593,75.83742825689274,-114.83678839027199,9,-0.012879880145192146,0.03155447170138359,0.009754324331879616,-0.015092204324901104,-0.023986363783478737,0.0019410386448726058,0.07608257234096527,-0.004737555980682373,0.005795891862362623,-0.017690693959593773,0.5433536171913147,6
376,-13.734534291620825,-17.377854844613257,62.146602089997096,-119.8166494951856,9,-0.012990525923669338,0.031825557351112366,0.010526820085942745,-0.014510860666632652,-0.023796765133738518,0.0022411555983126163,0.07720781117677689,-0.0012097143335267901,0.005290371831506491,-0.017842676490545273,0.55031418800354,6
377,-13.580955368702229,-17.701450578107647,56.87553989323701,-119.83731829153442,9,-0.013091925531625748,0.032073985785245895,0.011300993151962757,-0.013866405002772808,-0.023607708513736725,0.0025444880593568087,0.07826674729585648,0.0024663032963871956,0.004725886043161154,-0.01798195391893387,0.5572649836540222,6
378,-13.372943973981528,-18.09705619132144,53.45315697970759,-134.08538264575373,9,-0.013221045024693012,0.03239031136035919,0.012269061990082264,-0.013054413720965385,-0.02334723249077797,0.002920317929238081,0.07938604801893234,0.007020082324743271,0.003996127750724554,-0.018159298226237297,0.565994918346405,6
379,-13.149894372910458,-18.482632194403394,40.852773419199536,-134.7760675114466,9,-0.013358141295611858,0.032726190984249115,0.01330407615751028,-0.012157238088548183,-0.02306559681892395,0.0033212564885616302,0.08047141134738922,0.01191920880228281,0.0031803438905626535,-0.01834760420024395,0.5753725171089172,6
380,-12.87990841449623,-18.926224028961297,34.616955667185294,-143.73153478093465,9,-0.013512646779417992,0.03310471773147583,0.014505300670862198,-0.011053910478949547,-0.02273287996649742,0.0037854828406125307,0.08153451234102249,0.017663782462477684,0.002167457714676857,-0.01855982095003128,0.586286187171936,6
381,-12.580988736691221,-19.37521904001608,30.16914901927999,-157.98069649965785,9,-0.013668066821992397,0.03348546475172043,0.01587652415037155,-0.009715097025036812,-0.022289922460913658,0.004314760211855173,0.08239168673753738,0.024260152131319046,0.0009466237970627844,-0.018773281946778297,0.5987997055053711,6
382,-12.222305474625575,-19.882709776852476,21.7620705784152,-169.55754741229396,9,-0.013815950602293015,0.03384776785969734,0.017367476597428322,-0.008198820054531097,-0.021728623658418655,0.004888212773948908,0.08293472975492477,0.031397540122270584,-0.00042224806384183466,-0.018976403400301933,0.6125171780586243,6
383,-11.881758021379596,-20.335177716916945,8.486487455308055,-180.77788740944774,9,-0.01393876876682043,0.03414865955710411,0.018952226266264915,-0.00651102839037776,-0.021010255441069603,0.005496159195899963,0.08301305025815964,0.038926586508750916,-0.00191415473818779,-0.019145093858242035,0.6272293329238892,6
384,-11.569359288731496,-20.740232323976915,1.13007546442774,-190.7421432197788,9,-0.014015628024935722,0.03433694690465927,0.020256774500012398,-0.005067924968898296,-0.02032177895307541,0.005993264261633158,0.08264856785535812,0.045002564787864685,-0.0031603858806192875,-0.0192506555467844,0.6394430994987488,6
385,-11.22232867256441,-21.16249114787711,-10.921399143772238,-204.29588371309424,10,-0.014067517593502998,0.034464072436094284,0.02163112163543701,-0.003475069534033537,-0.019491540268063545,0.006512605585157871,0.08178266137838364,0.051229652017354965,-0.004489623475819826,-0.019321927800774574,0.6524016857147217,3
386,-10.899303197737854,-21.54774421311163,-18.595061461930772,-217.29149757470876,10,-0.01409116294234991,0.034522004425525665,0.022862106561660767,-0.0019917269237339497,-0.018671978265047073,0.006975462660193443,0.08067330718040466,0.05671004205942154,-0.005695781670510769,-0.019354406744241714,0.6641092896461487,3
387,-10.528670128163952,-21.97618740084287,-31.30833186378124,-227.38852118596486,10,-0.014096051454544067,0.03453398123383522,0.024171141907572746,-0.0003573825815692544,-0.017711352556943893,0.0074586085975170135,0.07900940626859665,0.06218412518501282,-0.006961232516914606,-0.019361121580004692,0.6766489744186401,3
388,-10.216246628417512,-22.321243341737567,-50.653097378530916,-253.4342642695741,10,-0.014076593331992626,0.034486304968595505,0.025714576244354248,0.0016352395759895444,-0.016479933634400368,0.008018148131668568,0.07654396444559097,0.06823084503412247,-0.00842222012579441,-0.019334394484758377,0.6915833950042725,3
389,-9.865435991532419,-22.70358206880166,-61.988322457139255,-266.2468928611902,10,-0.014039773494005203,0.034396104514598846,0.026926737278699875,0.0032560075633227825,-0.015426277182996273,0.00844926480203867,0.07416341453790665,0.0726216733455658,-0.00954266544431448,-0.019283825531601906,0.7034261226654053,3
390,-9.58995785397132,-23.003187872786242,-73.74191713176718,-275.52058085940354,10,-0.013993245549499989,0.03428211435675621,0.028007974848151207,0.004737945273518562,-0.014428229071199894,0.008825805969536304,0.07172537595033646,0.07621058076620102,-0.010506665334105492,-0.01921991817653179,0.7140802145004272,3
391,-9.300887912457101,-23.298650546278914,-91.21953280996856,-293.2271135499306,10,-0.013927962630987167,0.03412218019366264,0.029194170609116554,0.006402238272130489,-0.013270418159663677,0.009232302196323872,0.06869318336248398,0.07971542328596115,-0.011510593816637993,-0.019130254164338112,0.7258686423301697,3
392,-9.003646696457633,-23.592118914720594,-103.25706741296479,-306.5672012495642,10,-0.013867810368537903,0.03397481516003609,0.03018968552350998,0.007817012257874012,-0.012262744829058647,0.009562798775732517,0.0659051388502121,0.08227874338626862,-0.01230049692094326,-0.019047634676098824,0.7358457446098328,3
393,-8.69048754228539,-23.87960374565611,-123.3628849278841,-325.0974819256722,10,-0.013793052174150944,0.033791664987802505,0.03132973983883858,0.009457340463995934,-0.011066806502640247,0.009923473000526428,0.06242277845740318,0.08469796925783157,-0.013126689940690994,-0.018944956362247467,0.7473633289337158,3
394,-8.39809161638442,-24.150749647342074,-127.59336465787383,-336.2050142755944,10,-0.013736439868807793,0.03365296497941017,0.032202985137701035,0.010719627141952515,-0.010126086883246899,0.010190301574766636,0.05950917676091194,0.08597572892904282,-0.013664642348885536,-0.018867194652557373,0.7562413811683655,3
395,-8.11024379112692,-24.37740093817269,-140.60060323722337,-344.50791159463813,10,-0.013675658963620663,0.03350406140089035,0.03298226743936539,0.011873182840645313,-0.009242965839803219,0.010419570840895176,0.056662142276763916,0.08673684298992157,-0.014087436720728874,-0.01878371462225914,0.7642139196395874,3
396,-7.823112893117676,-24.61664820619116,-152.5363797874246,-355.2775227595493,10,-0.013599347323179245,0.033317096531391144,0.03382786735892296,0.013151459395885468,-0.008254362270236015,0.01076887920498848,0.0533028207719326,0.08712975680828094,-0.014477149583399296,-0.018678896129131317,0.7729272246360779,3
397,-7.523174363273105,-24.830149015686665,-163.65608016263445,-366.0973509558182,10,-0.01351234968751669,0.03310396522283554,0.034566622227430344,0.014318672008812428,-0.007312523666769266,0.011026017367839813,0.050006937235593796,0.0870179682970047,-0.01475382037460804,-0.01855940744280815,0.7805955410003662,3
398,-7.269234114855517,-24.99387854024665,-172.1021747017488,-375.7600387453771,10,-0.013435942120850086,0.03291676938533783,0.035181038081645966,0.015302872285246849,-0.0065040504559874535,0.011255824007093906,0.04705200344324112,0.08643708378076553,-0.014898685738444328,-0.01845446042716503,0.7870067358016968,3
399,-6.903577318143298,-25.193341770936616,-179.72432332827853,-383.16822580644083,10,-0.013349357061088085,0.03270464390516281,0.03580636531114578,0.016328072175383568,-0.005645728670060635,0.011512711644172668,0.04380121827125549,0.08538519591093063,-0.014968142844736576,-0.018335534259676933,0.7935716509819031,3
400,-6.558221238187881,-25.37465425792076,-190.16184604214544,-394.1547818323575,10,-0.013248669914901257,0.03245796635746956,0.03639755770564079,0.017342232167720795,-0.004779760260134935,0.011827069334685802,0.04040506109595299,0.08398772031068802,-0.014974015764892101,-0.018197238445281982,0.7998344302177429,3
401,-6.063631337827651,-25.70053650950177,-202.85562703544508,-404.514284115432,10,-0.013165896758437157,0.03225517272949219,0.03701910376548767,0.018355688080191612,-0.003980054520070553,0.012599335052073002,0.03688894957304001,0.08208593726158142,-0.014874421991407871,-0.018083544448018074,0.8064521551132202,3
402,-5.747977445311756,-25.820480171500215,-211.99892485345475,-413.8949979468522,10,-0.013109744526445866,0.03211759030818939,0.037597354501485825,0.019253147765994072,-0.003277622861787677,0.013209371827542782,0.03380981832742691,0.08021122962236404,-0.014741909690201283,-0.01800641044974327,0.8126195669174194,3
403,-5.404905329604612,-25.90591681659168,-225.78045029295836,-421.85264757944213,10,-0.01308561023324728,0.03205845504999161,0.03830774873495102,0.020250335335731506,-0.0026026852428913116,0.014440881088376045,0.030417099595069885,0.07782251387834549,-0.014516515657305717,-0.01797325722873211,0.8202090859413147,3
404,-5.025954519334724,-25.936116170174646,-239.97727055952097,-429.15946164894274,10,-0.013074766844511032,0.032031890004873276,0.03898199647665024,0.021166427060961723,-0.0020686688367277384,0.016232378780841827,0.02715102769434452,0.07518216222524643,-0.014215243048965931,-0.01795836165547371,0.8274672031402588,3
405,-4.636882625306202,-25.929929743833085,-245.64525445566167,-436.15542570105197,10,-0.01310026552528143,0.03209434822201729,0.03969058766961098,0.022049440070986748,-0.0015096854185685515,0.017222894355654716,0.024362759664654732,0.07298143208026886,-0.01397661678493023,-0.017993375658988953,0.8350446820259094,3
406,-4.258028290522986,-25.87894375498522,-256.394927064975,-443.3974575166949,10,-0.01314143929630518,0.03219521790742874,0.040441371500492096,0.022947506979107857,-0.0010630508186295629,0.01914140023291111,0.021366121247410774,0.07028257846832275,-0.013633408583700657,-0.018049927428364754,0.8431375622749329,3
407,-3.984034432461096,-25.83950100394384,-264.59467384194113,-451.09220934046823,10,-0.01316849421709776,0.032261501997709274,0.04101138189435005,0.02363997884094715,-0.0007051005377434194,0.020569952204823494,0.01901141367852688,0.06808751821517944,-0.013347623869776726,-0.018087085336446762,0.8493145704269409,3
408,-3.679375985751913,-25.79264637164897,-274.04426083020996,-461.96469140522186,10,-0.013217120431363583,0.032380618155002594,0.04172462597489357,0.024472448974847794,-0.0003101697366219014,0.022451460361480713,0.01619134098291397,0.06524159014225006,-0.012952732853591442,-0.01815386489033699,0.8570590019226074,3
409,-3.43504882683014,-25.751403909220077,-282.53342600552384,-471.73970377718814,10,-0.01324879378080368,0.03245820477604866,0.04230967164039612,0.02517170086503029,-2.9794566216878593e-05,0.02459186315536499,0.013598348945379257,0.0624421201646328,-0.01254353765398264,-0.01819736137986183,0.8634992241859436,3
410,-3.2104109640355607,-25.710584346467343,-295.2298352564967,-475.1404378159263,10,-0.013267282396554947,0.03250349685549736,0.042752865701913834,0.02570359967648983,-3.890086736646481e-05,0.028236282989382744,0.01104109175503254,0.05917464569211006,-0.012006758712232113,-0.018222752958536148,0.8685879111289978,3
411,-3.0078659868232775,-25.674787252976152,-300.1727455578469,-480.78176207993977,10,-0.013321954756975174,0.03263743221759796,0.04320788383483887,0.026173900812864304,1.239162065758137e-05,0.030527330935001373,0.009262744337320328,0.056930750608444214,-0.011641069315373898,-0.018297839909791946,0.873658299446106,3
412,-2.8277984986176627,-25.634117602242,-312.5104080129308,-480.61264298968297,10,-0.01336151547729969,0.03273434937000275,0.043623652309179306,0.02661837823688984,-0.0001203447682200931,0.03441475331783295,0.0070396591909229755,0.053799811750650406,-0.011097986251115799,-0.018352173268795013,0.8785318732261658,3
413,-2.592364875465066,-25.58747905270125,-334.093506324559,-476.66230458151233,8,-0.013392328284680843,0.032809823751449585,0.04407945275306702,0.027124769985675812,-0.0004737122217193246,0.04080101102590561,0.0038397766184061766,0.04886089637875557,-0.010207364335656166,-0.018394485116004944,0.8842503428459167,2
414,-2.4319950107386985,-25.554699404595766,-341.42272258529124,-472.0892745011197,8,-0.013429529964923859,0.032900966703891754,0.04436558485031128,0.02741151861846447,-0.0005147911724634469,0.042810820043087006,0.002578625688329339,0.04699335992336273,-0.00987872015684843,-0.018445583060383797,0.8875871896743774,2
415,-2.2835196081452165,-25.58106765478982,-346.647634016663,-481.00289245215333,8,-0.013472220860421658,0.03300555422902107,0.04472896084189415,0.027789682149887085,-0.00048432638868689537,0.04479214921593666,0.001048612641170621,0.04483068734407425,-0.0095087680965662,-0.018504217267036438,0.891770601272583,2
416,-2.1147534015422513,-25.530815991665634,-352.24274773711574,-475.934204591106,8,-0.013502228073775768,0.03307906910777092,0.04496219754219055,0.028026025742292404,-0.0004827162774745375,0.04615440592169762,6.714643677696586e-05,0.0433630533516407,-0.009251398034393787,-0.01854543387889862,0.8944733738899231,2
417,-1.9213173548812625,-25.49729063838081,-354.25136702288296,-483.88079754800845,8,-0.013534657657146454,0.03315851092338562,0.0452580526471138,0.028339048847556114,-0.00046769616892561316,0.04792904108762741,-0.0012773860944435,0.04137203097343445,-0.008904717862606049,-0.018589969724416733,0.8979323506355286,2
418,-1.7605867582544792,-25.455578129755555,-360.8365397898107,-490.7379116416166,8,-0.013567465357482433,0.03323889151215553,0.04555268958210945,0.02864953503012657,-0.00046234315959736705,0.04977782815694809,-0.002652078401297331,0.039241354912519455,-0.008527188561856747,-0.018635034561157227,0.9014025926589966,2
419,-1.607424913377654,-25.419559902654395,-366.302813070639,-484.04352388856336,8,-0.01358923688530922,0.03329223394393921,0.04574950784444809,0.028857139870524406,-0.0004720200377050787,0.051148783415555954,-0.003638411872088909,0.03758932277560234,-0.008226467296481133,-0.01866494119167328,0.9037519693374634,2
420,-1.4304007240372922,-25.378431961831794,-371.5640630351273,-491.60586182827967,8,-0.013621896505355835,0.03337223827838898,0.04603775590658188,0.029159795492887497,-0.00047568383160978556,0.053039222955703735,-0.005029850173741579,0.03529973700642586,-0.007812233176082373,-0.01870979368686676,0.9071840047836304,2
421,-1.254390630767755,-25.335697251139,-377.40734242348583,-499.70186577485174,8,-0.013649257831275463,0.0334392748773098,0.04632573574781418,0.02947402000427246,-0.000486952718347311,0.05515633895993233,-0.006588637363165617,0.032652273774147034,-0.007328914012759924,-0.018747378140687943,0.9106818437576294,2
422,-1.0929949397895315,-25.302212360195913,-380.8107194631927,-491.11376058455517,8,-0.013658669777214527,0.03346232697367668,0.04646722599864006,0.029637819156050682,-0.0004975682240910828,0.05637602508068085,-0.007501696236431599,0.03098861686885357,-0.0070191980339586735,-0.018760303035378456,0.9124501943588257,2
423,-0.9487259811189067,-25.276043827931062,-386.41289438408484,-497.953667483678,8,-0.013676552101969719,0.033506132662296295,0.04668194800615311,0.02987806126475334,-0.0005110277561470866,0.0580885149538517,-0.008770788088440895,0.028727127239108086,-0.006600445602089167,-0.018784862011671066,0.915110170841217,2
424,-0.720956618022818,-25.227046379281873,-397.48402638977467,-495.0764251766169,8,-0.01368708536028862,0.03353194519877434,0.04691240191459656,0.030155915766954422,-0.0005315209273248911,0.06025545299053192,-0.010411256924271584,0.025662874802947044,-0.006026262417435646,-0.01879933476448059,0.9180659055709839,2
425,-0.5960094502286756,-25.20631861156128,-394.79509627178265,-504.7918177822164,8,-0.013688292354345322,0.03353489935398102,0.047009821981191635,0.03028113767504692,-0.0005395912448875606,0.061275582760572433,-0.011211940087378025,0.024100249633193016,-0.005730394273996353,-0.018800992518663406,0.9193506836891174,2
426,-0.4495913356885966,-25.17708751348888,-403.00055853384254,-501.7917764760568,8,-0.013694372028112411,0.033549800515174866,0.04718678072094917,0.030499551445245743,-0.0005551630165427923,0.06301699578762054,-0.012559879571199417,0.021476615220308304,-0.00523344473913312,-0.018809346482157707,0.9216623902320862,2
427,-0.2092992627849411,-25.137696763161017,-412.7801657694944,-499.52432536685376,8,-0.013692611828446388,0.03354548662900925,0.04737073555588722,0.030745526775717735,-0.0005730958073399961,0.0651029646396637,-0.014215442351996899,0.01815614476799965,-0.0046003032475709915,-0.018806928768754005,0.9241605997085571,2
428,0.005665717885257536,-25.096918156420898,-411.86770842269374,-508.23448043659783,8,-0.013689732179045677,0.03353843092918396,0.04751332104206085,0.030940162017941475,-0.0005846264539286494,0.06676173210144043,-0.015565158799290657,0.01536501944065094,-0.004064170643687248,-0.018802976235747337,0.9261234402656555,2
